id,title,levelLimit,type,totalTimes,timeLimit,rewardExp,rewardMoney,rewardPop,rewardItemIds,rewardItemCounts,isDaily,sysOpId,desc,toTaskNpcID,tutorType,tutorInitFuns,tutorInitSubFuns,tutorFunction,tutorSubFunction,showOrHideFuns,tutorMapId,openTeleporterIds,isTutor,tutorTaskTab,isShowAutoFight,recommendFunction,instanceTutorFunction,destMapId,tutorInitUpFuns,tutorItemId
102301,河中追踪,23,1,1,0,2300,3450,0,0,0,0,0,怀着不入虎穴焉得虎子的心态，继续深入追踪。通关1次追踪。,0,2,7|1|2|5|3|6|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5;28:108|17,5,1,1,,10000,0,1,,3|5,,-1301,10|8|20,
102401,再遇红颜,24,2,0,0,480,720,0,0,0,0,0,发现殿门外紫霞正在与水族争执，去问问悟空怎么办。,2,2,7|1|2|5|3|6|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5;28:108|17,5,1,1,,10000,0,1,,3|5,,,10|8|20,
102402,百口莫辩,24,1,1,0,1920,2880,0,0,0,0,0,错口说出的理由让紫霞更加误会了，硬着头皮上吧。通关1次百口莫辩。,0,2,7|1|2|5|3|6|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5;28:108|17,5,1,1,,10000,0,1,,3|5,,-1311,10|8|20,
102501,新盟友,25,1,1,0,2500,3750,0,1302,2,0,0,虽然事与愿违，但得到一个新盟友的帮助也是好事。通关1次新盟友。,0,2,7|1|2|5|3|6|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13;28:108|17,5,1,1,,10000,0,1,,3|5,,-1321,10|8|20,
102601,拦路夜叉,26,1,1,0,2600,3900,0,0,0,0,0,原来这只狐狸就是之前那个假冒的公主，唐僧终于洗刷了冤枉。通关1次真相大白。,0,2,7|1|2|5|3|6|4|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13;28:108|17|18,5,1,1,,10000,0,1,,3|5,,-1331,10|8|20,
102701,闹海,27,2,0,0,540,810,0,0,0,0,0,一队人在水中肆无忌惮地穿梭，仿佛之前一位大神曾经做过的壮举。与悟空对话。,2,2,7|1|2|5|3|6|4|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13;28:108|17|18,5,1,1,,10000,0,1,,3|5,,,10|8|20,
102702,危机感,27,1,1,0,2160,3240,0,0,0,0,0,听说唐僧的危机感很准，而且紫霞在生死簿上标出的死期也越来越近了。通关1次危机感。,0,2,7|1|2|5|3|6|4|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13;28:108|17|18,5,1,1,,10000,0,1,,3|5,,-1341,10|8|20,
102801,女性战争,28,1,1,0,2800,4200,0,0,0,0,0,紫霞的身世不明，但好像和水族有很大的渊源。通关1次女性战争。,0,2,7|1|2|5|3|6|4|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000,0,1,,3|5,,-1351,10|8|20,
102901,探龙宫,29,1,1,0,2900,4350,0,0,0,0,0,确定国宝藏在河底龙宫，但总感觉是被某人引导着。通关1次探龙宫。,0,2,7|1|2|5|3|6|4|14|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000,0,1,,3|5,,-1361,10|8|20,
103001,暗藏杀机,30,1,1,0,3000,4500,0,0,0,0,0,果不其然，龙宫内埋伏着重兵，而且暗中还有高手。通关1次暗藏杀机。,0,2,7|1|2|5|3|6|4|14|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1371,10|8|20,
103002,在劫难逃,30,2,0,0,600,900,0,0,0,0,0,为了保护众人，紫霞挡下九头虫的致命一击。与唐僧对话。,1,2,7|1|2|5|3|6|4|14|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20,
103003,锁魂求药,30,2,0,0,600,900,0,0,0,0,0,按照悟空的方法，成功锁住紫霞的灵魂。与唐僧商量如何救治肉身。,3,2,7|1|2|5|3|6|4|14|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20,
103101,上天庭,31,2,0,0,620,930,0,0,0,0,0,忽然见到同门师妹，她好像有重要信息。与谢清秋对话。,4,2,7|1|2|5|3|6|12|4|14|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
103102,登天梯,31,1,1,0,2480,3720,0,0,0,0,0,师妹带来师尊的嘱托，看来只能上天庭了。通关1次上天去。,0,2,7|1|2|5|3|6|12|4|14|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1381,10|8|20|11,
103201,天兵难缠,32,2,0,0,640,960,0,0,0,0,0,天兵把众人当作敌对的妖兵，与谢清秋商量一下对策。,4,2,7|1|2|5|3|6|12|4|14|13|28,1:1;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
103202,萝莉,32,1,1,0,2560,3840,0,0,0,0,0,好像有大人物带兵过来了，硬着头皮上吧。通关1次看，萝莉。,0,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1391,10|8|20|11,
103301,南天门,33,2,0,0,660,990,0,0,0,0,0,将天兵们打退后，师妹变得很激动。与谢清秋对话。,4,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
103302,误会,33,1,1,0,2640,3960,0,0,0,0,0,得知误会的原因是前几日南天门外妖军的小股偷袭，可眼下没什么方法澄清。通关1次误会。,0,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1401,10|8|20|11,
103303,武力争辩,33,1,1,0,3300,4950,0,0,0,0,0,天兵越来越多，没个讲理的，那就看谁的拳头更硬吧。通关1次武力争辩。,0,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1411,10|8|20|11,
103401,双簧,34,2,0,0,680,1020,0,0,0,0,0,师妹建议和悟空演一出双簧，听听她有什么主意。,4,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
103402,对峙,34,1,1,0,2720,4080,0,0,0,0,0,首先要找到一个能说理的天将，通关1次对峙。,0,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1421,10|8|20|11,
103403,勉强过关,34,1,1,0,3400,5100,0,0,0,0,0,将就着在托塔天王面前还原了一个齐天大圣，居然蒙混过去了。通关勉强过关。,0,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1431,10|8|20|11,
103501,职责所限,35,2,0,0,700,1050,0,0,0,0,0,救人的药拿到了，可兵却借不到。与谢清秋对话。,4,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
103502,搬天兵,35,1,1,0,2800,4200,0,0,0,0,0,要问天上最不怕事的神仙，应该就是二郎真君了。通关1次搬天兵。,0,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1441,10|8|20|11,
103503,最强门犬,35,1,1,0,3500,5250,0,142,1,0,0,想要见二郎神的话，无论如何都要过哮天犬那一关。通关1次最强门犬。,0,2,7|1|2|5|3|6|12|4|14|13|28,1:1|3;5:1|3;6:1|2;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1451,10|8|20|11,
103601,听调不听宣,36,2,0,0,720,1080,0,0,0,0,0,马上要见到二郎神了，对于这个个性十足的大神，谁都无从下手。与谢清秋交谈。,4,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
103603,旧交,36,1,1,0,2880,4320,0,0,0,0,0,搬出大圣这个名头也没有和二郎真君攀上关系，通关1次旧交。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1461,10|8|20|11,
103604,二郎神,36,1,1,0,3600,5400,0,0,0,0,0,不知道是不是天界生活太枯燥，二郎神要跟我们比试一番，才肯搬兵。通关1次先二郎神。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1471,10|8|20|11,
103701,分兵两路,37,2,0,0,740,1110,0,0,0,0,0,成功救活紫霞，天军也已经开拔了。与谢清秋对话。,4,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
103702,潜龙谍影,37,1,1,0,2960,4440,0,0,0,0,0,主力部队佯攻，这边几人则要潜入盗宝。通关1次潜龙谍影啊。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1481,10|8|20|11,
103703,手下败将,37,1,1,0,3700,5550,0,0,0,0,0,没有太多周折就来到皇宫，这次是老对手。通关1次手下败将。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1491,10|8|20|11,
103801,深海探宝,38,2,0,0,760,1140,0,0,0,0,0,法宝的气息被扇面挡住了。与谢清秋对话。,4,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
103802,深入,38,1,1,0,3040,4560,0,0,0,0,0,外面已经开战，必须加快脚步了。通关1次深入。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1501,10|8|20|11,
103803,硬壳,38,1,1,0,3800,5700,0,0,0,0,0,水族的主力就是鱼虾，这次来了个大个儿的。通关1次深入。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1511,10|8|20|11,
103901,水族,39,2,0,0,780,1170,0,0,0,0,0,水族军队的实力竟然能和天军相当。与谢清秋交谈。,4,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
103902,龙宫重地,39,1,1,0,3120,4680,0,0,0,0,0,经过门前激战，众人终于来到龙宫藏宝之地。通关1次龙宫重地。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1521,10|8|20|11,
103903,水中仙,39,1,1,0,3900,5850,0,0,0,0,0,在藏宝库中没有发现法宝舍利，却无意触发一个机关。通关1次水中仙。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1531,10|8|20|11,
104001,陷阱,40,2,0,0,800,1200,0,0,0,0,0,机关使藏宝库的出路全被封死，与唐僧对话。,3,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
104002,困境,40,1,1,0,3200,4800,0,0,0,0,0,在众人束手无策的时候，龙宫的禁卫通关传送阵进来了。通关1次困境。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18,5,1,1,,10000|1051|1052|10002,1,1,,3|5,,-1541,10|8|20|11,
104003,龙族太子,40,1,1,0,4000,6000,0,0,0,0,0,这个困阵就是龙族太子的功劳，而他也亲自来捉人了。通关1次龙族太子。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1551,10|8|20|11,
104101,第三势力,41,2,0,0,820,1230,0,0,0,0,0,脱出重围后，外面战场却出现变数了。与唐僧交谈。,3,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
104102,混战,41,1,1,0,3280,4920,0,0,0,0,0,本来天庭军开始占优势了，妖界大军却突然加入战局。通关1次混战。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1561,10|8|20|11,
104103,再遇黑熊,41,1,1,0,4100,6150,0,0,0,0,0,战场上出现了很多熟悉的脸孔，通关1次再遇黑熊。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1571,10|8|20|11,
104104,夺袈裟,41,1,1,0,4100,6150,0,0,0,0,0,上来碰到的竟是黑熊精，一定要夺回被他抢走的袈裟。通关1次再遇黑熊。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1571,10|8|20|11,
104201,临危不乱,42,2,0,0,840,1260,0,0,0,0,0,面对及其混乱的场景，唐僧却异常冷静。与唐僧对话。,3,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
104202,争夺,42,1,1,0,3360,5040,0,0,0,0,0,妖怪大军的目标也是水族军手中的法宝。通关1次争夺。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1581,10|8|20|11,
104203,法宝下落,42,1,1,0,4200,6300,0,0,0,0,0,法宝好像在巡海夜叉手中保管，也使他成为众矢之的。通关1次法宝下落。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1591,10|8|20|11,
104204,狼入羊群,42,1,1,0,4200,6300,0,0,0,0,0,狭路相逢勇者胜，事到如今只能凭实力抢了。通关1次法宝下落。,0,2,7|1|2|5|3|6|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1591,10|8|20|11,
104301,得手,43,2,0,0,860,1290,0,0,0,0,0,成功夺得法宝舍利，接下来要做的是脱离险地。与唐僧对话。,3,2,7|1|2|5|3|6|31|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,,10|8|20|11,
104302,阴差阳错,43,1,1,0,3440,5160,0,0,0,0,0,龙宫势力并没有抢夺法宝的意思，反而据守起来，好像保护这什么。通关1次阴差阳错。,0,2,7|1|2|5|3|6|31|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1601,10|8|20|11,
104303,火海,43,1,1,0,4300,6450,0,0,0,0,0,竟然凑巧帮龙王启动了破除封印的机关，通关1次火海。,0,2,7|1|2|5|3|6|31|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1611,10|8|20|11,
104304,战火蔓延,43,1,1,0,4300,6450,0,0,0,0,0,妖族的火雕将河水引燃了，名副其实的火海。通关1次战火蔓延。,0,2,7|1|2|5|3|6|31|21|12|4|14|13|28,1:1|3;5:1|3;6:1|2|3;10:2|3|5;8:1|9;20:5|13|8;28:108|17|18|16,5,1,1,,10000|1051|1052|10002,0,1,,3|5,,-1611,10|8|20|11,
